trip_id,arrival_time,departure_time,stop_id,stop_sequence
112_225_14_2040, 20:40:14, 20:40:14, 5092_04, 2
112_225_14_2040, 20:43:11, 20:43:11, 5117_01, 4
112_225_14_2040, 20:43:44, 20:43:44, 5192_04, 5
112_225_14_2040, 20:45:02, 20:45:25, 5045_02, 6
112_225_14_2040, 20:45:55, 20:46:09, 5046_02, 7
112_225_14_2040, 20:47:27, 20:47:37, 5047_03, 8
112_225_14_2040, 20:48:13, 20:48:34, 5109_01, 9
112_225_14_2040, 20:49:41, 20:49:51, 5108_01, 10
112_225_14_2040, 20:51:33, 20:51:44, 5058_02, 11
112_225_14_2040, 20:52:36, 20:52:36, 5059_02, 12
112_225_14_2040, 20:54:06, 20:54:16, 5060_02, 13
112_225_14_2040, 20:55:23, 20:55:44, 5034_04, 14
112_225_14_2040, 20:56:18, 20:56:41, 5061_02, 15
112_225_14_2040, 20:57:36, 20:57:46, 5077_02, 16
112_225_14_2040, 21:00:05, 21:00:20, 5063_02, 17
112_225_14_2040, 21:01:01, 21:01:26, 5160_01, 18
112_225_14_2040, 21:02:00, 21:02:10, 5064_01, 19
112_225_14_2040, 21:02:55, 21:03:17, 5161_01, 20
112_225_14_2040, 21:04:57, 21:05:20, 5062_01, 21
112_225_14_2040, 21:06:58, 21:06:58, 5065_01, 22
112_225_14_2040, 21:08:14, 21:08:38, 6047_02, 23
112_225_14_2040, 21:10:51, 21:10:59, 6046_06, 24
112_225_14_2040, 21:11:35, 21:11:58, 6023_01, 25
112_225_14_2040, 21:12:54, 21:13:15, 6021_01, 26
112_225_14_2040, 21:13:50, 21:14:12, 6020_01, 27
112_225_14_2040, 21:15:52, 21:16:13, 6006_03, 28
112_225_14_2040, 21:17:52, 21:18:03, 6075_05, 29
112_225_14_2040, 21:19:09, 21:19:31, 6133_03, 30
112_225_14_2040, 21:22:07, 21:22:28, 1013_04, 32
112_225_14_2040, 21:23:35, 21:23:45, 1159_04, 33
112_225_14_2040, 21:24:53, 21:25:15, 1086_06, 34
112_225_14_2040, 21:26:55, 21:26:55, 1260_03, 35
112_225_14_2040, 21:26:55, 21:27:05, 1165_01, 36
112_225_14_2040, 21:28:24, 21:28:35, 1154_02, 37
112_225_14_2040, 21:29:19, 21:29:40, 1153_01, 38
112_225_14_2040, 21:31:09, 21:31:30, 1147_03, 39
112_225_14_2040, 21:32:25, 21:32:25, 1155_03, 40
112_225_14_2040, 21:33:35, 21:33:35, 1216_02, 41
112_225_14_2040, 21:34:31, 21:34:51, 1145_02, 42
112_225_14_2040, 21:35:24, 21:35:36, 1146_52, 43
112_225_14_2040, 21:36:32, 21:36:42, 1282_02, 44
112_225_14_2040, 21:37:51, 21:37:51, 1319_02, 45
112_225_14_2040, 21:38:34, 21:38:54, 1179_04, 46
112_225_14_2040, 21:39:41, 21:40:01, 1179_02, 47
112_225_14_2040, 21:42:27, 21:42:35, 1472_02, 48
112_225_14_2153, 21:53:39, 21:53:39, 1234_04, 2
112_225_14_2153, 21:56:59, 21:57:19, 1235_02, 5
112_225_14_2153, 21:59:44, 21:59:44, 1233_03, 7
112_225_14_2153, 22:00:06, 22:00:16, 1472_01, 9
112_225_14_2153, 22:04:30, 22:05:03, 1179_01, 11
112_225_14_2153, 22:06:01, 22:06:21, 1179_03, 12
112_225_14_2153, 22:07:16, 22:07:38, 1319_01, 13
112_225_14_2153, 22:08:13, 22:08:36, 1282_51, 14
112_225_14_2153, 22:10:26, 22:10:48, 1146_51, 15
112_225_14_2153, 22:11:21, 22:11:43, 1145_01, 16
112_225_14_2153, 22:12:05, 22:12:26, 1215_01, 17
112_225_14_2153, 22:13:45, 22:13:45, 1216_04, 18
112_225_14_2153, 22:14:28, 22:14:52, 1155_02, 19
112_225_14_2153, 22:15:34, 22:15:47, 1147_04, 20
112_225_14_2153, 22:16:32, 22:16:42, 1153_03, 21
112_225_14_2153, 22:17:26, 22:17:36, 1154_01, 22
112_225_14_2153, 22:18:09, 22:18:21, 1165_52, 23
112_225_14_2153, 22:19:06, 22:19:06, 1260_01, 24
112_225_14_2153, 22:19:52, 22:20:03, 1086_05, 25
112_225_14_2153, 22:21:19, 22:21:19, 1159_03, 26
112_225_14_2153, 22:22:25, 22:22:35, 1013_03, 27
112_225_14_2153, 22:25:34, 22:25:44, 6133_04, 29
112_225_14_2153, 22:28:20, 22:28:42, 6006_04, 31
112_225_14_2153, 22:30:12, 22:30:24, 6020_02, 32
112_225_14_2153, 22:31:07, 22:31:17, 6021_02, 33
112_225_14_2153, 22:32:14, 22:32:35, 6022_02, 34
112_225_14_2153, 22:34:37, 22:34:59, 6023_03, 35
112_225_14_2153, 22:37:01, 22:37:13, 6046_05, 36
112_225_14_2153, 22:39:37, 22:39:47, 6047_01, 37
112_225_14_2153, 22:41:07, 22:41:07, 5065_02, 38
112_225_14_2153, 22:42:01, 22:42:22, 5062_02, 39
112_225_14_2153, 22:42:54, 22:43:07, 5161_02, 40
112_225_14_2153, 22:45:30, 22:45:30, 5064_02, 41
112_225_14_2153, 22:46:02, 22:46:02, 5160_02, 42
112_225_14_2153, 22:46:37, 22:46:49, 5063_01, 43
112_225_14_2153, 22:47:46, 22:47:57, 5077_01, 44
112_225_14_2153, 22:49:24, 22:49:36, 5061_01, 45
112_225_14_2153, 22:51:29, 22:51:39, 5034_03, 46
112_225_14_2153, 22:52:13, 22:52:13, 5060_01, 47
112_225_14_2153, 22:53:19, 22:53:30, 5059_01, 48
112_225_14_2153, 22:54:05, 22:54:15, 5058_04, 49
112_225_14_2153, 22:56:28, 22:56:28, 5109_02, 51
112_225_14_2153, 22:57:33, 22:57:33, 5047_01, 52
112_225_14_2153, 22:58:07, 22:58:07, 5046_01, 53
112_225_14_2153, 22:59:24, 22:59:35, 5045_01, 54
112_225_14_2153, 23:00:52, 23:00:52, 5192_02, 55
112_225_14_2153, 23:01:27, 23:01:27, 5117_02, 56
112_225_14_2153, 23:01:49, 23:01:49, 5015_02, 57
116_53_17_1834, 18:36:56, 18:36:56, 3044_07, 1
116_53_17_1834, 18:36:56, 18:37:06, 3044_02, 2
116_53_17_1834, 18:38:25, 18:38:32, 3043_02, 3
116_53_17_1834, 18:40:04, 18:40:27, 3042_04, 4
116_53_17_1834, 18:40:47, 18:41:11, 3036_02, 5
116_53_17_1834, 18:42:04, 18:42:29, 3035_02, 6
116_53_17_1834, 18:43:25, 18:43:43, 3034_02, 7
116_53_17_1834, 18:45:30, 18:45:47, 3033_02, 8
116_53_17_1834, 18:46:47, 18:46:58, 3032_02, 9
116_53_17_1834, 18:47:41, 18:47:53, 3031_02, 10
116_53_17_1834, 18:48:36, 18:48:48, 3030_02, 11
116_53_17_1834, 18:50:20, 18:50:29, 3028_02, 12
116_53_17_1834, 18:51:59, 18:52:20, 3027_02, 13
116_53_17_1834, 18:54:14, 18:54:35, 3026_02, 14
116_53_17_1834, 18:56:05, 18:56:26, 7095_02, 15
116_53_17_1834, 18:57:22, 18:57:51, 7037_02, 16
116_53_17_1834, 18:58:29, 18:58:48, 7038_02, 17
116_53_17_1834, 19:00:32, 19:00:55, 7040_02, 18
116_53_17_1834, 19:01:36, 19:01:36, 7040_10, 19
116_53_17_1834, 19:02:23, 19:03:19, 7042_02, 21
116_53_17_1834, 19:03:51, 19:04:25, 7049_02, 22
116_53_17_1834, 19:07:21, 19:07:21, 7044_02, 23
116_53_17_1834, 19:07:21, 19:07:21, 7045_02, 24
116_53_17_1834, 19:08:30, 19:08:53, 7046_02, 25
116_53_17_1834, 19:10:11, 19:10:18, 7048_02, 26
116_53_17_1834, 19:11:12, 19:11:26, 7050_02, 27
116_53_17_1834, 19:12:32, 19:12:52, 7051_02, 28
116_53_17_1834, 19:14:01, 19:14:31, 7018_04, 29
116_53_17_1834, 19:15:49, 19:16:08, 7019_02, 30
116_53_17_1834, 19:17:29, 19:18:11, 6001_02, 31
116_53_17_1834, 19:19:44, 19:19:53, 6002_02, 33
116_53_17_1834, 19:20:26, 19:21:42, 6003_08, 34
116_53_17_1834, 19:23:14, 19:23:33, 6003_02, 36
116_53_17_1834, 19:24:09, 19:24:20, 6004_02, 37
116_53_17_1834, 19:26:04, 19:26:14, 6005_02, 38
116_53_17_1834, 19:26:50, 19:26:50, 6075_02, 39
116_53_17_1834, 19:27:55, 19:28:13, 6006_04, 40
116_53_17_1834, 19:29:26, 19:29:47, 6020_02, 41
116_53_17_1834, 19:30:36, 19:31:39, 6021_02, 42
116_53_17_1834, 19:32:25, 19:33:10, 6022_02, 43
116_53_17_1834, 19:34:05, 19:34:28, 6023_02, 44
116_53_17_1834, 19:35:54, 19:36:13, 6024_02, 45
116_53_17_1834, 19:37:46, 19:38:07, 6025_02, 46
116_53_17_1834, 19:40:08, 19:40:08, 6026_05, 47
116_53_17_1834, 19:41:19, 19:41:28, 6049_01, 48
116_53_17_2001, 20:01:31, 20:01:31, 6048_03, 1
116_53_17_2001, 20:02:01, 20:02:14, 6048_02, 2
116_53_17_2001, 20:03:11, 20:03:23, 6049_02, 3
116_53_17_2001, 20:04:38, 20:04:38, 6026_06, 4
116_53_17_2001, 20:05:36, 20:06:02, 6025_01, 5
116_53_17_2001, 20:06:50, 20:07:14, 6024_01, 6
116_53_17_2001, 20:08:03, 20:08:20, 6023_01, 7
116_53_17_2001, 20:10:14, 20:10:25, 6021_01, 8
116_53_17_2001, 20:11:10, 20:11:43, 6020_01, 9
116_53_17_2001, 20:13:12, 20:13:35, 6006_03, 10
116_53_17_2001, 20:14:36, 20:14:48, 6075_01, 11
116_53_17_2001, 20:15:37, 20:15:56, 6005_01, 12
116_53_17_2001, 20:16:53, 20:17:04, 6004_01, 13
116_53_17_2001, 20:17:58, 20:18:33, 6003_01, 14
116_53_17_2001, 20:18:54, 20:19:14, 6003_07, 15
116_53_17_2001, 20:20:57, 20:21:17, 6002_01, 17
116_53_17_2001, 20:21:53, 20:22:13, 6001_01, 18
116_53_17_2001, 20:24:04, 20:24:15, 7019_01, 19
116_53_17_2001, 20:26:10, 20:26:33, 7018_05, 21
116_53_17_2001, 20:28:22, 20:28:55, 7050_01, 22
116_53_17_2001, 20:29:51, 20:30:22, 7048_01, 23
116_53_17_2001, 20:30:59, 20:31:29, 7046_01, 24
116_53_17_2001, 20:32:36, 20:32:48, 7045_01, 25
116_53_17_2001, 20:33:32, 20:33:52, 7044_01, 26
116_53_17_2001, 20:35:48, 20:36:10, 7049_01, 27
116_53_17_2001, 20:37:15, 20:37:35, 7042_01, 28
116_53_17_2001, 20:40:14, 20:40:34, 7040_03, 32
116_53_17_2001, 20:42:14, 20:42:35, 7037_01, 33
116_53_17_2001, 20:43:43, 20:44:15, 7095_01, 35
116_53_17_2001, 20:46:30, 20:46:43, 3026_01, 36
116_53_17_2001, 20:48:24, 20:48:41, 3027_01, 37
116_53_17_2001, 20:49:27, 20:49:47, 3028_01, 38
116_53_17_2001, 20:51:30, 20:51:30, 3030_05, 39
116_53_17_2001, 20:52:15, 20:52:22, 3030_01, 40
116_53_17_2001, 20:52:47, 20:53:18, 3031_01, 41
116_53_17_2001, 20:53:54, 20:54:15, 3032_01, 42
116_53_17_2001, 20:55:33, 20:56:04, 3033_01, 43
116_53_17_2001, 20:56:41, 20:56:52, 3034_01, 44
116_53_17_2001, 20:58:43, 20:59:02, 3035_01, 45
116_53_17_2001, 20:59:49, 21:00:11, 3036_01, 46
116_53_17_2001, 21:02:40, 21:03:06, 3042_01, 47
116_53_17_2001, 21:04:03, 21:04:32, 3043_01, 48
116_53_17_2127, 21:27:39, 21:27:39, 3044_07, 1
116_53_17_2127, 21:28:44, 21:29:03, 3044_02, 2
116_53_17_2127, 21:30:02, 21:30:11, 3043_02, 3
116_53_17_2127, 21:31:55, 21:32:14, 3042_04, 4
116_53_17_2127, 21:32:38, 21:33:01, 3036_02, 5
116_53_17_2127, 21:35:03, 21:35:25, 3035_02, 6
116_53_17_2127, 21:36:10, 21:36:21, 3034_02, 7
116_53_17_2127, 21:37:37, 21:37:50, 3033_02, 8
116_53_17_2127, 21:38:52, 21:39:04, 3032_02, 9
116_53_17_2127, 21:40:12, 21:40:34, 3031_02, 10
116_53_17_2127, 21:41:17, 21:41:40, 3030_02, 11
116_53_17_2127, 21:43:33, 21:43:52, 3028_02, 12
116_53_17_2127, 21:45:56, 21:46:05, 3027_02, 13
116_53_17_2127, 21:47:56, 21:48:17, 3026_02, 14
116_53_17_2127, 21:50:00, 21:50:20, 7095_02, 15
116_53_17_2127, 21:51:26, 21:51:44, 7037_02, 16
116_53_17_2127, 21:52:44, 21:53:04, 7038_02, 17
116_53_17_2127, 21:54:12, 21:54:31, 7040_02, 18
116_53_17_2127, 21:55:09, 21:55:27, 7040_10, 19
116_53_17_2127, 21:56:24, 21:56:46, 7042_02, 21
116_53_17_2127, 21:57:17, 21:57:48, 7049_02, 22
116_53_17_2127, 21:59:52, 22:00:12, 7044_02, 23
116_53_17_2127, 22:00:50, 22:01:11, 7045_02, 24
116_53_17_2127, 22:02:15, 22:02:37, 7046_02, 25
116_53_17_2127, 22:04:07, 22:04:07, 7048_02, 26
116_53_17_2127, 22:05:27, 22:05:47, 7050_02, 27
116_53_17_2127, 22:07:13, 22:07:29, 7051_02, 28
116_53_17_2127, 22:08:11, 22:08:33, 7018_04, 29
116_53_17_2127, 22:09:38, 22:09:53, 7019_02, 30
116_53_17_2127, 22:10:45, 22:11:09, 6001_02, 31
116_53_17_2127, 22:11:54, 22:12:06, 6002_02, 33
116_53_17_2127, 22:12:37, 22:13:07, 6003_08, 34
116_53_17_2127, 22:15:01, 22:15:20, 6003_02, 36
116_53_17_2127, 22:16:29, 22:16:39, 6004_02, 37
116_53_17_2127, 22:18:44, 22:19:02, 6005_02, 38
116_53_17_2127, 22:19:52, 22:20:02, 6075_02, 39
116_53_17_2127, 22:22:26, 22:22:43, 6006_04, 40
116_53_17_2127, 22:23:43, 22:24:16, 6020_02, 41
116_53_17_2127, 22:25:01, 22:25:11, 6021_02, 42
116_53_17_2127, 22:25:52, 22:26:38, 6022_02, 43
116_53_17_2127, 22:28:20, 22:28:41, 6023_02, 44
116_53_17_2127, 22:29:23, 22:29:45, 6024_02, 45
116_53_17_2127, 22:31:07, 22:31:25, 6025_02, 46
116_53_17_2127, 22:33:19, 22:33:19, 6026_05, 47
116_53_17_2127, 22:34:31, 22:34:55, 6049_01, 48
116_53_17_2238, 22:38:17, 22:38:17, 6048_03, 1
116_53_17_2238, 22:39:01, 22:39:11, 6048_02, 2
116_53_17_2238, 22:39:58, 22:40:07, 6049_02, 3
116_53_17_2238, 22:41:02, 22:41:17, 6026_06, 4
116_53_17_2238, 22:42:09, 22:42:20, 6025_01, 5
116_53_17_2238, 22:43:29, 22:43:42, 6024_01, 6
116_53_17_2238, 22:44:36, 22:44:45, 6023_01, 7
116_53_17_2238, 22:46:28, 22:46:34, 6021_01, 8
116_53_17_2238, 22:47:23, 22:47:23, 6020_01, 9
116_53_17_2238, 22:49:03, 22:49:11, 6006_03, 10
116_53_17_2238, 22:49:55, 22:49:55, 6075_01, 11
116_53_17_2238, 22:50:33, 22:50:42, 6005_01, 12
116_53_17_2238, 22:52:23, 22:52:35, 6004_01, 13
116_53_17_2238, 22:54:04, 22:54:13, 6003_01, 14
116_53_17_2238, 22:54:49, 22:54:58, 6003_07, 15
116_53_17_2238, 22:56:06, 22:56:16, 6002_01, 17
116_53_17_2238, 22:56:49, 22:56:49, 6001_01, 18
116_53_17_2238, 22:57:57, 22:58:05, 7019_01, 19
116_53_17_2238, 22:59:35, 22:59:47, 7018_05, 21
116_53_17_2238, 23:01:16, 23:01:27, 7050_01, 22
116_53_17_2238, 23:02:29, 23:02:53, 7048_01, 23
116_53_17_2238, 23:04:08, 23:04:08, 7046_01, 24
116_53_17_2238, 23:05:18, 23:05:41, 7045_01, 25
116_53_17_2238, 23:06:25, 23:06:32, 7044_01, 26
116_53_17_2238, 23:08:48, 23:08:48, 7049_01, 27
116_53_17_2238, 23:10:03, 23:10:14, 7042_01, 28
116_53_17_2238, 23:12:05, 23:12:17, 7040_03, 32
116_53_17_2238, 23:13:32, 23:13:57, 7037_01, 33
116_53_17_2238, 23:15:47, 23:15:57, 7095_01, 35
116_53_17_2238, 23:17:38, 23:18:00, 3026_01, 36
116_53_17_2238, 23:19:39, 23:20:01, 3027_01, 37
116_53_17_2238, 23:20:55, 23:21:07, 3028_01, 38
116_53_17_2238, 23:22:57, 23:23:08, 3030_05, 39
116_53_17_2238, 23:24:37, 23:24:57, 3030_01, 40
116_53_17_2238, 23:25:33, 23:25:52, 3031_01, 41
116_53_17_2238, 23:26:28, 23:26:48, 3032_01, 42
116_53_17_2238, 23:29:04, 23:29:25, 3033_01, 43
116_53_17_2238, 23:29:56, 23:30:17, 3034_01, 44
116_53_17_2238, 23:32:22, 23:32:31, 3035_01, 45
116_53_17_2238, 23:33:14, 23:33:25, 3036_01, 46
116_53_17_2238, 23:34:37, 23:34:37, 3042_01, 47
116_53_17_2238, 23:35:32, 23:35:44, 3043_01, 48
124_209_25_2052, 20:54:41, 20:54:41, 4015_12, 1
124_209_25_2052, 20:54:41, 20:55:01, 4016_02, 2
124_209_25_2052, 20:56:08, 20:56:08, 4018_02, 3
124_209_25_2052, 20:57:37, 20:57:47, 4019_04, 4
124_209_25_2052, 20:58:41, 20:58:52, 4020_02, 5
124_209_25_2052, 20:59:49, 20:59:59, 4021_02, 6
124_209_25_2052, 21:00:43, 21:01:06, 4279_02, 7
124_209_25_2052, 21:01:34, 21:01:50, 4022_02, 8
124_209_25_2052, 21:02:44, 21:02:44, 4023_02, 9
124_209_25_2052, 21:02:53, 21:03:04, 4024_02, 10
124_209_25_2052, 21:04:02, 21:04:02, 4025_02, 11
124_209_25_2113, 21:13:16, 21:13:16, 4026_01, 1
124_209_25_2113, 21:13:36, 21:13:36, 4025_01, 2
124_209_25_2113, 21:14:10, 21:14:10, 4024_01, 3
124_209_25_2113, 21:14:35, 21:14:35, 4023_01, 4
124_209_25_2113, 21:15:20, 21:15:20, 4022_01, 5
124_209_25_2113, 21:16:02, 21:16:02, 4279_01, 6
124_209_25_2113, 21:16:35, 21:16:53, 4021_01, 7
124_209_25_2113, 21:17:40, 21:17:40, 4020_01, 8
124_209_25_2113, 21:19:31, 21:19:42, 4019_01, 9
124_209_25_2113, 21:20:47, 21:20:47, 4018_01, 10
124_209_25_2113, 21:21:35, 21:21:35, 4016_01, 11
124_209_25_2125, 21:25:03, 21:25:03, 4015_12, 1
124_209_25_2125, 21:26:40, 21:26:40, 4016_02, 2
124_209_25_2125, 21:27:50, 21:28:09, 4018_02, 3
124_209_25_2125, 21:30:47, 21:31:09, 4019_04, 4
124_209_25_2125, 21:32:06, 21:32:18, 4020_02, 5
124_209_25_2125, 21:33:12, 21:33:33, 4021_02, 6
124_209_25_2125, 21:34:08, 21:34:08, 4279_02, 7
124_209_25_2125, 21:34:40, 21:35:02, 4022_02, 8
124_209_25_2125, 21:35:56, 21:35:56, 4023_02, 9
124_209_25_2125, 21:36:11, 21:36:11, 4024_02, 10
124_209_25_2125, 21:36:51, 21:36:51, 4025_02, 11
124_209_25_2157, 21:57:51, 21:57:51, 4026_01, 1
124_209_25_2157, 21:58:04, 21:58:04, 4025_01, 2
124_209_25_2157, 21:58:49, 21:58:49, 4024_01, 3
124_209_25_2157, 21:59:10, 21:59:10, 4023_01, 4
124_209_25_2157, 21:59:52, 21:59:52, 4022_01, 5
124_209_25_2157, 22:00:37, 22:00:37, 4279_01, 6
124_209_25_2157, 22:01:12, 22:01:24, 4021_01, 7
124_209_25_2157, 22:02:07, 22:02:19, 4020_01, 8
124_209_25_2157, 22:03:45, 22:03:55, 4019_01, 9
124_209_25_2157, 22:05:04, 22:05:04, 4018_01, 10
124_209_25_2157, 22:05:51, 22:05:51, 4016_01, 11
124_209_25_2225, 22:25:13, 22:25:13, 4015_12, 1
124_209_25_2225, 22:27:46, 22:28:10, 4016_02, 2
124_209_25_2225, 22:29:36, 22:29:48, 4018_02, 3
124_209_25_2225, 22:31:28, 22:31:50, 4019_04, 4
124_209_25_2225, 22:32:35, 22:32:46, 4020_02, 5
124_209_25_2225, 22:33:41, 22:33:59, 4021_02, 6
124_209_25_2225, 22:34:35, 22:34:45, 4279_02, 7
124_209_25_2225, 22:35:30, 22:35:42, 4022_02, 8
124_209_25_2225, 22:36:38, 22:36:38, 4023_02, 9
124_209_25_2225, 22:36:49, 22:36:59, 4024_02, 10
124_209_25_2225, 22:37:54, 22:37:54, 4025_02, 11
124_209_25_2240, 22:40:10, 22:40:10, 4026_01, 1
124_209_25_2240, 22:40:34, 22:40:34, 4025_01, 2
124_209_25_2240, 22:41:04, 22:41:04, 4024_01, 3
124_209_25_2240, 22:41:17, 22:41:17, 4023_01, 4
124_209_25_2240, 22:42:12, 22:42:12, 4022_01, 5
124_209_25_2240, 22:42:56, 22:42:56, 4279_01, 6
124_209_25_2240, 22:43:41, 22:43:41, 4021_01, 7
124_209_25_2240, 22:44:36, 22:44:47, 4020_01, 8
124_209_25_2240, 22:45:54, 22:46:04, 4019_01, 9
124_209_25_2240, 22:47:23, 22:47:23, 4018_01, 10
124_209_25_2240, 22:48:19, 22:48:19, 4016_01, 11
124_209_25_2255, 22:55:10, 22:55:10, 4015_12, 1
124_209_25_2255, 22:56:38, 22:56:38, 4016_02, 2
124_209_25_2255, 22:57:57, 22:57:57, 4018_02, 3
124_209_25_2255, 22:59:34, 22:59:59, 4019_04, 4
124_209_25_2255, 23:00:52, 23:01:04, 4020_02, 5
124_209_25_2255, 23:02:11, 23:02:19, 4021_02, 6
124_209_25_2255, 23:03:06, 23:03:16, 4279_02, 7
124_209_25_2255, 23:04:01, 23:04:11, 4022_02, 8
124_209_25_2255, 23:05:17, 23:05:17, 4023_02, 9
124_209_25_2255, 23:05:30, 23:05:30, 4024_02, 10
124_209_25_2255, 23:06:34, 23:06:34, 4025_02, 11
124_209_25_2310, 23:10:27, 23:10:27, 4026_01, 1
124_209_25_2310, 23:10:37, 23:10:37, 4025_01, 2
124_209_25_2310, 23:11:12, 23:11:12, 4024_01, 3
124_209_25_2310, 23:11:32, 23:11:32, 4023_01, 4
124_209_25_2310, 23:12:17, 23:12:17, 4022_01, 5
124_209_25_2310, 23:13:02, 23:13:02, 4279_01, 6
124_209_25_2310, 23:13:35, 23:13:47, 4021_01, 7
124_209_25_2310, 23:14:42, 23:14:42, 4020_01, 8
124_209_25_2310, 23:16:11, 23:16:21, 4019_01, 9
124_209_25_2310, 23:18:01, 23:18:01, 4018_01, 10
124_209_25_2310, 23:18:54, 23:18:54, 4016_01, 11
124_209_25_2325, 23:25:09, 23:25:09, 4015_12, 1
124_209_25_2325, 23:26:16, 23:26:28, 4016_02, 2
124_209_25_2325, 23:27:23, 23:27:23, 4018_02, 3
124_209_25_2325, 23:29:15, 23:29:36, 4019_04, 4
124_209_25_2325, 23:30:20, 23:30:31, 4020_02, 5
124_209_25_2325, 23:31:26, 23:31:38, 4021_02, 6
124_209_25_2325, 23:32:19, 23:32:43, 4279_02, 7
124_209_25_2325, 23:33:18, 23:33:29, 4022_02, 8
124_209_25_2325, 23:34:38, 23:34:38, 4023_02, 9
124_209_25_2325, 23:34:38, 23:34:38, 4024_02, 10
124_209_25_2325, 23:35:22, 23:35:22, 4025_02, 11
131_211_33_2120, 21:22:19, 21:22:19, 3044_05, 1
131_211_33_2120, 21:22:19, 21:22:35, 3068_02, 2
131_211_33_2120, 21:23:23, 21:23:39, 3067_02, 3
131_211_33_2120, 21:25:46, 21:26:11, 3066_02, 4
131_211_33_2120, 21:26:51, 21:26:51, 3065_02, 5
131_211_33_2120, 21:28:53, 21:29:14, 3064_02, 6
131_211_33_2120, 21:30:02, 21:30:13, 3063_02, 7
131_211_33_2120, 21:32:14, 21:32:14, 3061_02, 8
131_211_33_2120, 21:33:47, 21:33:47, 3060_02, 9
131_211_33_2120, 21:35:40, 21:35:40, 3059_02, 10
131_211_33_2120, 21:36:45, 21:37:01, 3058_04, 11
131_211_33_2120, 21:37:58, 21:38:18, 3085_02, 12
131_211_33_2120, 21:38:58, 21:38:58, 3084_02, 13
131_211_33_2120, 21:40:02, 21:40:19, 3026_04, 14
131_211_33_2120, 21:44:25, 21:44:25, 3001_02, 16
131_211_33_2120, 21:45:49, 21:45:49, 7006_08, 18
131_211_33_2120, 21:47:26, 21:47:43, 7011_02, 19
131_211_33_2120, 21:49:04, 21:49:04, 7012_02, 20
131_211_33_2120, 21:50:04, 21:50:04, 7013_06, 21
131_211_33_2205, 22:05:16, 22:05:16, 7002_25, 1
131_211_33_2205, 22:09:07, 22:09:07, 7013_01, 4
131_211_33_2205, 22:10:35, 22:10:35, 7012_01, 5
131_211_33_2205, 22:11:52, 22:11:52, 7011_01, 6
131_211_33_2205, 22:13:45, 22:13:45, 7006_05, 7
131_211_33_2205, 22:15:43, 22:16:00, 7036_01, 9
131_211_33_2205, 22:18:56, 22:19:15, 3001_07, 11
131_211_33_2205, 22:20:53, 22:20:53, 3026_03, 13
131_211_33_2205, 22:22:01, 22:22:01, 3084_01, 14
131_211_33_2205, 22:22:41, 22:22:41, 3085_01, 15
131_211_33_2205, 22:24:22, 22:24:36, 3058_01, 16
131_211_33_2205, 22:26:00, 22:26:00, 3059_01, 17
131_211_33_2205, 22:28:05, 22:28:05, 3060_01, 18
131_211_33_2205, 22:28:59, 22:28:59, 3062_01, 19
131_211_33_2205, 22:30:05, 22:30:05, 3063_01, 20
131_211_33_2205, 22:31:09, 22:31:25, 3064_01, 21
131_211_33_2240, 22:41:32, 22:41:32, 3065_05, 1
131_211_33_2240, 22:42:03, 22:42:03, 3065_02, 2
131_211_33_2240, 22:42:52, 22:42:52, 3064_02, 3
131_211_33_2240, 22:44:12, 22:44:12, 3063_02, 4
131_211_33_2240, 22:45:32, 22:45:32, 3061_02, 5
131_211_33_2240, 22:46:36, 22:46:36, 3060_02, 6
131_211_33_2240, 22:48:15, 22:48:15, 3059_02, 7
131_211_33_2240, 22:48:56, 22:48:56, 3058_04, 8
131_211_33_2240, 22:49:56, 22:49:56, 3085_02, 9
131_211_33_2240, 22:50:57, 22:51:10, 3084_02, 10
131_211_33_2240, 22:52:38, 22:52:38, 3026_04, 11
131_211_33_2240, 22:55:14, 22:55:14, 3001_02, 13
131_211_33_2240, 22:57:25, 22:57:42, 7006_08, 15
131_211_33_2240, 23:00:35, 23:01:08, 7011_02, 16
131_211_33_2240, 23:02:14, 23:02:14, 7012_02, 17
131_211_33_2240, 23:05:27, 23:05:27, 7013_06, 18
131_251_33_2220, 22:20:14, 22:20:14, 7002_25, 1
131_251_33_2220, 22:25:22, 22:25:22, 7013_01, 4
131_251_33_2220, 22:27:02, 22:27:02, 7011_01, 6
131_251_33_2220, 22:27:35, 22:27:35, 7006_05, 7
131_251_33_2220, 22:29:15, 22:29:38, 7036_01, 9
131_251_33_2220, 22:32:14, 22:32:14, 3001_07, 11
131_251_33_2220, 22:34:15, 22:34:25, 3026_03, 13
131_251_33_2220, 22:35:31, 22:35:43, 3084_01, 14
131_251_33_2220, 22:36:26, 22:36:50, 3085_01, 15
131_251_33_2220, 22:37:57, 22:38:09, 3058_01, 16
131_251_33_2220, 22:39:04, 22:39:15, 3059_01, 17
131_251_33_2220, 22:40:45, 22:40:55, 3060_01, 18
131_251_33_2220, 22:42:22, 22:42:34, 3062_01, 19
131_251_33_2220, 22:43:19, 22:43:19, 3063_01, 20
131_251_33_2220, 22:44:35, 22:44:47, 3064_01, 21
131_251_33_2220, 22:45:30, 22:45:30, 3065_01, 22
131_251_33_2220, 22:47:12, 22:47:12, 3066_01, 23
131_251_33_2220, 22:48:08, 22:48:19, 3067_01, 24
131_251_33_2220, 22:49:04, 22:49:14, 3068_01, 25
